pdbID,start1,end1,start2,end2,mean.length,linker.length,ChainLength,repeat_cover,secondary.structure,CATH.codes,PfamFamily,PfamCL,Pfam2ratio,CE.Symm,CE.Symm_repeat,couple.count,symmetry,total_symmetry,swapping,cluster,foldseek_cluster
4lgl.A,27,441,449,867,417.0,7,948,0.887130801687764,Alpha Beta,-,GDC-P,61,9.80392156862745,C2,C2,3526,C2,C2,1,68,166
3o8o.A,1,378,388,744,367.5,9,750,0.992,Alpha Beta,3.40.50.450;3.40.50.460,PFK,240,8.33333333333333,C2,C2,1197,C2,C2,0,87,166
4lmh.A,7,327,350,679,325.5,22,693,0.971139971139971,Alpha Beta,-,-,0,,C1,C1,22,C2,C2,0,87,167
3iee.A,0,147,148,255,128.0,0,256,1.0,Mainly Alpha,1.20.120.930;1.20.58.820,-,0,,C1,C1,0,else,else,0,40,168
6cb2.A,1,134,147,269,128.5,12,270,0.996296296296296,Mainly Alpha,-,BacA,292,0.0,C2,C2,1076,C2,C2,1,58,168
4od4.A,0,119,120,248,124.5,0,275,0.905454545454545,Mainly Alpha,1.10.357.140;1.20.120.1780,UbiA,613,1.14285714285714,C2,C1,14,C2,C2,1,58,168
5ldw.N,0,132,133,271,136.0,0,344,0.790697674418605,Mainly Alpha,-,Proton_antipo_M,425,6.52173913043478,C1,C1,0,else,else,0,59,168
2abk.A,1,72,95,193,85.5,22,211,0.914691943127962,Mainly Alpha,1.10.340.30;1.10.1670.10,HhH-GPD;HHH,198,0.0,C1,C1,0,else,else,1,62,168
4nei.A,46,163,164,269,112.0,0,705,0.317730496453901,Mainly Alpha,1.50.10.100,Alginate_lyase,372,0.0,C1,R,0,else,else,0,81,168
6xpd.B,0,115,116,211,106.0,0,303,0.6996699669967,Mainly Alpha,-,Cation_efflux,0,0.367647058823529,C1,C2,486,C2,C2,1,90,168
4nfu.A,392,443,444,523,66.0,0,619,0.213247172859451,Mainly Alpha,-,EDS1_EP,0,0.0,C1,C1,129,C2,C2,1,44,169
2yxl.A,0,72,73,135,68.0,0,443,0.306997742663657,Mainly Alpha,1.10.940.10,-,0,,C1,C1,29,C2,C2,1,44,169
3pmd.A,23,81,82,140,59.0,0,153,0.77124183006536,Mainly Alpha,1.10.490.70,HisK_N,90,0.0,C1,C1,1,C2,C2,1,63,169
1f1e.A,1,69,78,149,70.5,8,151,0.986754966887417,Mainly Alpha,1.10.20.10,CBFD_NFYB_HMF,12,0.543478260869565,C2,C2,670,C2,C2,1,78,169
4p0y.A,0,54,55,109,55.0,0,114,0.964912280701754,Alpha Beta,-,-,0,,C2,C2,69,C2,C2,0,2,170
2wb6.A,10,58,63,111,49.0,4,114,0.894736842105263,Alpha Beta,3.90.1150.90,-,0,,C2,C2,254,C2,C2,1,18,170
4at7.A,38,100,101,140,51.5,0,334,0.308383233532934,Alpha Beta,1.10.1410.40;3.30.460.10,DZF,260,8.33333333333333,C1,C2,4,C2,C2,0,24,170
1zvp.A,15,61,62,119,52.5,0,128,0.8203125,Alpha Beta,3.30.2130.10,ACT_3;ACT_7,70,0.0,C2,C2,0,else,C2,0,34,170
4p5x.A,25,71,72,118,47.0,0,267,0.352059925093633,Alpha Beta,-,-,0,,C1,C2,42,C2,C2,0,24,171
4p6v.D,10,79,81,173,81.5,1,179,0.916201117318436,Mainly Alpha,-,Rnf-Nqr,0,0.0,C2,C2,559,C2,C2,1,78,172
4r3q.A,2,33,37,68,32.0,3,69,0.971014492753623,Mainly Alpha,-,Synaptonemal_3,0,0.0,C2,C2,42,C2,C2,0,35,173
4rf6.A,8,352,353,694,343.5,0,696,0.987068965517241,Alpha Beta,1.10.135.10;3.30.590.10,ATP-gua_Ptrans;ATP-gua_PtransN,286,14.5161290322581,R,R,1,C2,C2,0,87,174
4tqu.M,10,49,50,89,40.0,0,284,0.28169014084507,Mainly Alpha,1.10.3720.10,-,0,,C1,C1,0,else,else,0,27,175
4u3s.B,92,123,124,155,32.0,0,156,0.41025641025641,Mainly Alpha,2.60.40.1120;1.10.1330.10,-,0,,C1,C2,80,C2,C2,0,1,176
4x9t.A,222,252,253,283,31.0,0,288,0.215277777777778,Mainly Alpha,3.40.190.150;3.40.190.10,TctC,177,0.0,C2,C1,9,C2,C2,0,1,177
4h0a.A,156,195,196,218,31.5,0,292,0.215753424657534,Alpha Beta,3.40.33.10,CAP_assoc_N,0,0.0,C1,C1,0,else,else,0,3,177
4xhp.A,1,358,361,722,360.0,2,723,0.998616874135546,Alpha Beta,-,-,0,,R,R,0,else,else,0,45,178
2r9q.A,1,162,163,321,160.5,0,327,0.981651376146789,Mainly Beta,2.70.40.10,DCD,153,0.0,C1,C1,0,else,else,0,40,179
6ans.A,50,191,221,359,140.5,29,368,0.842391304347826,Alpha Beta,-,DUF1214,528,0.0,C2,C2,267,C2,C2,0,42,179
4p42.A,188,314,315,454,133.5,0,455,0.586813186813187,Alpha Beta,2.60.40.150,SMP_LBD;C2,648,0.0,C1,C2,38,C2,C2,0,42,179
3fd2.A,1,161,175,336,161.5,13,338,0.994082840236686,Alpha Beta,3.10.28.10,LAGLIDADG_1,324,7.14285714285714,C2,C2,199,C2,C2,0,52,179
3rga.A,1,127,133,276,135.5,5,281,0.98220640569395,Alpha Beta,3.10.450.50,SnoaL_2,51,0.0,C2,C2,554,C2,C2,0,52,179
4xrt.A,1,137,146,298,145.0,8,302,0.986754966887417,Alpha Beta,3.30.530.20,Polyketide_cyc,209,0.452488687782805,C1,C1,3,C2,C2,0,52,179
1u9t.A,0,161,162,326,163.5,0,327,1.0,Alpha Beta,3.40.1570.10,HemS;ChuX_HutX,312,0.0,C2,C2,86,C2,C2,0,52,179
3g3s.A,1,102,131,246,109.0,28,249,0.987951807228916,Alpha Beta,3.40.630.110;3.40.630.30,GNAT_acetyltran,257,0.0,C2,C2,88,C2,C2,0,53,179
2bbd.A,1,164,180,321,153.0,15,323,0.993808049535604,Alpha Beta,-,-,0,,C1,C1,0,else,else,0,72,179
5wm0.A,11,150,152,277,133.0,1,309,0.864077669902913,Mainly Beta,2.60.120.310;2.60.120.230,Cu2_monooxygen;Cu2_monoox_C,612,1.23456790123457,C1,C1,0,else,else,0,82,179
4igb.C,81,278,289,419,164.5,10,433,0.782909930715935,Mainly Beta,2.60.40.740,Sgo0707_N1,0,0.0,C1,C1,13,C2,C2,0,83,179
1xdo.A,337,492,498,645,152.0,5,687,0.449781659388646,Alpha Beta,3.30.870.10,PP_kinase_C_1;PP_kinase_C;PLDc_2,479,0.0,C1,C2,462,C2,C2,0,96,179
4w4i.A,1,144,152,263,128.0,7,269,0.977695167286245,Alpha Beta,-,ESX-1_EspG,0,0.0,C2,C1,127,C2,C2,0,97,179
5udq.A,15,49,50,84,35.0,0,263,0.26615969581749,Alpha Beta,-,NAD_synthase,39,0.0,C1,C1,0,else,else,0,3,180
3ljs.A,33,56,57,95,31.5,0,313,0.201277955271566,Alpha Beta,3.40.1190.20,PfkB,118,1.17994100294985,C1,C1,0,else,else,0,3,180
1nnw.A,0,36,37,73,37.0,0,251,0.294820717131474,Alpha Beta,3.60.21.10,-,0,,C1,C1,0,else,else,0,3,180
1g9r.A,8,37,40,69,30.0,2,278,0.223021582733813,Alpha Beta,3.90.550.10,-,0,,C1,C1,0,else,else,0,3,180
2btu.A,55,94,95,134,40.0,0,322,0.248447204968944,Mainly Alpha,3.30.1330.10,AIRS,0,0.854700854700855,C1,C1,0,else,else,1,12,180
4xs5.A,13,47,48,82,35.0,0,119,0.588235294117647,Alpha Beta,3.30.750.24,-,0,,C1,C1,0,else,else,0,31,180
1gyk.A,9,85,86,194,93.0,0,204,0.911764705882353,Mainly Beta,2.60.120.200,Pentaxin,4,1.85873605947955,C1,C1,349,C2,C2,1,47,181
2co6.B,12,117,132,207,91.0,14,208,0.942307692307692,Mainly Beta,2.60.40.10,PapD_N;PapD_C,556,0.0,C1,C1,0,else,else,0,47,181
2j43.A,1,106,109,214,106.0,2,219,0.977168949771689,Mainly Beta,2.60.40.1110,PUD,287,16.2303664921466,C2,C2,2,C2,C2,0,47,181
4xvo.A,8,92,94,208,100.0,1,217,0.926267281105991,Mainly Beta,2.60.40.3710;2.40.440.10,Big_10,159,0.0,C1,C1,4,C2,C2,0,47,181
2biw.A,266,387,388,478,106.5,0,479,0.444676409185804,Mainly Beta,-,RPE65,0,2.75229357798165,C1,R,0,else,else,0,93,181
4x47.A,224,318,319,449,113.0,0,489,0.462167689161554,Mainly Beta,2.120.10.10;2.40.220.10,-,0,,R,R,0,else,else,0,93,181
1cdg.A,496,581,582,685,95.0,0,686,0.276967930029155,Mainly Beta,2.60.40.10,CBM_20;TIG,369,2.90909090909091,C1,C1,0,else,else,0,93,181
4z48.A,167,196,197,226,30.0,0,240,0.25,Mainly Beta,2.50.20.10,LolA_like;DUF1329,48,0.0,C1,C1,0,else,else,0,11,182
4zgv.A,224,475,476,786,281.5,0,809,0.695920889987639,Mainly Beta,-,-,0,,R,R,0,else,else,0,82,183
1ji6.A,256,331,332,421,83.0,0,589,0.281833616298812,Alpha Beta,1.20.190.10;2.60.120.260;2.100.10.10,Endotoxin_M,568,0.0,C1,R,11,C2,C2,0,54,184
4zxa.W,10,61,62,160,75.5,0,324,0.466049382716049,Alpha Beta,-,PnpCD_PnpD_N,0,0.0,C1,C2,92,C2,C2,1,79,184
5a5t.F,166,214,215,263,49.0,0,272,0.360294117647059,Alpha Beta,-,JAB,366,0.0,C1,C1,0,else,else,0,39,185
2yzs.A,94,131,132,195,51.0,0,308,0.331168831168831,Mainly Alpha,1.20.120.920,Cas_Cas1,0,0.0,C1,C1,0,else,else,0,7,186
3ls0.A,0,54,55,109,55.0,0,115,0.956521739130435,Mainly Alpha,1.20.120.290,-,0,,D2,C2,18,C2,C2,1,14,186
5b5r.A,221,274,290,342,53.5,15,409,0.298288508557457,Mainly Alpha,-,Gasdermin_C,0,5.0,C1,C1,84,C2,C2,1,29,186
6fgz.A,349,393,394,470,61.0,0,526,0.231939163498099,Mainly Alpha,-,Dynamin_M,0,4.4280442804428,C1,C2,292,C2,C2,1,44,186
4ii2.A,690,760,761,815,63.0,0,977,0.128966223132037,Mainly Alpha,1.10.10.2660,UBA_e1_thiolCys,0,0.0,C1,C2,139,C2,C2,1,44,186
3dfi.A,10,88,104,154,65.0,15,242,0.599173553719008,Alpha Beta,3.40.50.10320,PIG-L,0,0.0,C1,R,86,C2,C2,0,46,186
1bg7.A,17,75,76,134,59.0,0,153,0.77124183006536,Mainly Alpha,1.20.1260.10,Ferritin,44,0.0,C1,C1,129,C2,C2,0,63,186
4hlq.A,60,150,151,201,71.0,0,280,0.507142857142857,Mainly Alpha,1.10.8.1310;1.10.472.80,RabGAP-TBC,0,0.441176470588235,C1,C1,0,else,else,0,69,186
3djl.A,243,320,321,361,59.5,0,538,0.221189591078067,Alpha Beta,2.40.110.20,Acyl-CoA_dh_1,87,1.64271047227926,C1,C1,151,C2,C2,0,84,186
1itw.A,581,646,647,708,64.0,0,740,0.172972972972973,Mainly Alpha,-,IDH,270,0.469483568075117,C1,C1,0,else,else,0,88,186
3at7.A,0,58,59,126,63.5,0,251,0.50597609561753,Mainly Alpha,1.20.1420.20,Peptidase_M75,0,0.0,C1,C1,1,C2,C2,0,92,186
5flm.I,0,44,45,113,57.0,0,114,1.0,Mainly Beta,2.20.25.10,RNA_POL_M_15KD;TFIIS_C,167,0.0,C1,C1,0,else,else,0,40,187
5c1z.A,265,332,333,383,59.5,0,384,0.309895833333333,Alpha Beta,-,zf-RING_14;IBR,229,0.0,C1,C1,0,else,else,0,43,187
3dmf.A,0,181,182,370,185.5,0,371,1.0,Alpha Beta,3.40.50.150,MTS;Methyltransf_25;Methyltransf_11;Methyltransf_31;Cons_hypoth95;PrmA,63,0.0,C2,C2,211,C2,C2,0,52,188
5d2e.A,29,236,237,472,222.0,0,485,0.915463917525773,Alpha Beta,-,KR;adh_short;adh_short_C2,63,9.2646805579473,C2,C2,594,C2,C2,0,64,188
6mpr.A,0,214,215,547,274.0,0,548,1.0,Alpha Beta,-,Mal_decarbox_Al,246,0.0,C1,C1,411,C2,C2,0,64,188
4imp.A,52,245,249,488,217.0,3,520,0.840384615384615,Alpha Beta,6.10.140.1830;3.40.50.11460;3.40.50.720,KR;Epimerase;Polysacc_synt_2;adh_short;GDP_Man_Dehyd;adh_short_C2,63,9.2646805579473,C1,C2,463,C2,C2,0,89,188
6rmo.A,249,294,295,340,46.0,0,412,0.223300970873786,Alpha Beta,-,ISN1,0,7.14285714285714,C1,C2,207,C2,C2,1,8,189
4xre.A,14,59,66,102,41.5,6,108,0.824074074074074,Alpha Beta,3.30.430.20,Stress-antifung,0,38.9312977099237,C2,C2,146,C2,C2,1,10,189
4wcw.A,1,42,46,84,40.5,3,116,0.724137931034483,Alpha Beta,3.30.460.10,RsfS,260,0.0,C2,C2,67,C2,C2,0,10,189
5dxl.A,101,144,145,188,44.0,0,280,0.314285714285714,Alpha Beta,-,Trehalose_PPase,137,1.51515151515152,C1,C2,100,C2,C2,1,21,189
6h9n.A,98,146,147,199,51.0,0,203,0.502463054187192,Alpha Beta,3.10.20.310;3.40.50.11690,FtsQ;POTRA_1,191,0.0,C1,C1,0,else,else,0,23,189
2glw.A,3,43,44,91,44.5,0,92,0.967391304347826,Alpha Beta,-,-,0,,C2,C2,197,C2,C2,1,37,189
6xdc.A,9,53,54,98,45.0,0,193,0.466321243523316,Mainly Alpha,-,bCoV_viroporin,0,0.0,C1,C2,12,C2,C2,0,5,190
5e4v.A,186,225,226,270,42.5,0,407,0.208845208845209,Mainly Alpha,-,Paramyxo_ncap,156,0.0,C1,C1,0,else,else,0,27,190
1rp3.A,34,84,85,123,45.0,0,235,0.382978723404255,Mainly Alpha,1.10.1740.10;1.20.140.160,Sigma70_r2;Sigma70_r3,123,0.0,C1,C1,0,else,else,0,27,190
6wk5.B,4,53,54,103,50.0,0,104,0.961538461538462,Mainly Alpha,-,Multi_Drug_Res,184,0.0,R,R,0,else,else,0,36,190
5eik.A,46,77,78,109,32.0,0,234,0.273504273504274,Mainly Alpha,-,TRIC,0,5.88235294117647,C2,C1,32,C2,C2,0,5,191
1ul9.A,48,83,84,119,36.0,0,150,0.48,Mainly Beta,2.60.120.200,Gal-bind_lectin,4,7.47126436781609,C1,C2,25,C2,C2,0,4,192
5k69.A,93,135,136,171,39.5,0,350,0.225714285714286,Mainly Beta,2.60.40.3710,Big_10,159,0.0,C1,C2,88,C2,C2,1,4,192
5ezu.A,0,33,34,67,34.0,0,76,0.894736842105263,Mainly Beta,-,-,0,,C2,C2,224,C2,C2,0,13,192
2wj5.A,8,41,51,86,35.0,9,96,0.822916666666667,Mainly Beta,2.60.40.790,HSP20,190,2.11864406779661,C2,C2,144,C2,C2,0,13,192
4ddq.A,213,252,253,292,40.0,0,458,0.174672489082969,Alpha Beta,3.90.199.10;3.30.1360.40,DNA_topoisoIV,0,6.62650602409639,C1,R,194,C2,C2,0,21,192
5f0e.B,1,43,44,86,43.0,0,88,0.977272727272727,Mainly Beta,-,PRKCSH-like,0,1.85185185185185,C1,C1,8,C2,C2,0,35,193
5gsl.A,711,742,743,774,32.0,0,775,0.0825806451612903,Mainly Beta,-,-,0,,C1,C2,25,C2,C2,0,4,194
3fn5.A,75,108,109,142,34.0,0,161,0.422360248447205,Alpha Beta,2.40.260.10,Sortase,0,0.0,C1,C2,52,C2,C2,1,21,194
1u0r.A,181,222,223,250,35.0,0,281,0.249110320284698,Alpha Beta,2.60.200.30,NAD_kinase_C,701,0.0,C1,C1,88,C2,C2,0,21,194
5h8v.A,40,327,341,562,255.0,13,564,0.927304964539007,Alpha Beta,3.30.413.10,NIR_SIR;NIR_SIR_ferr,0,0.495049504950495,C2,C2,757,C2,C2,0,64,195
1zj8.A,56,296,321,543,232.0,24,546,0.893772893772894,Alpha Beta,3.90.480.10;3.30.413.10,NIR_SIR;NIR_SIR_ferr,0,0.495049504950495,C2,C2,575,C2,C2,0,89,195
2akj.A,69,276,328,530,205.5,51,535,0.863551401869159,Alpha Beta,3.90.480.20;3.30.413.10,NIR_SIR;NIR_SIR_ferr,0,0.495049504950495,C2,C2,604,C2,C2,0,89,195
1akj.D,1,52,62,108,49.5,9,114,0.947368421052632,Mainly Beta,2.60.40.10,V-set,11,9.13423351866561,R,R,118,C2,C2,1,17,196
5jou.A,0,63,64,107,54.0,0,945,0.114285714285714,Mainly Beta,2.60.40.1760,DUF4968,103,0.0,C1,C1,12,C2,C2,0,30,196
4x37.A,60,115,116,158,49.5,0,159,0.622641509433962,Mainly Beta,2.80.10.50,IL1,66,0.0,C1,C1,1,C2,C2,0,33,196
3a57.A,51,100,101,150,50.0,0,154,0.649350649350649,Alpha Beta,2.60.270.30,TDH,293,0.0,C1,C1,7,C2,C2,0,34,196
6sy0.A,0,68,69,135,68.0,0,137,0.992700729927007,Alpha Beta,-,AP2,81,1.43295803480041,C1,C1,0,else,else,0,45,196
3doa.A,0,61,62,125,63.0,0,266,0.473684210526316,Alpha Beta,2.30.310.10,NFACT_N,303,0.0,C1,C2,102,C2,C2,0,54,196
5j3b.A,64,128,129,177,57.0,0,178,0.640449438202247,Alpha Beta,2.30.30.30;2.40.50.140,EFP;Elong-fact-P_C,21,0.0,C1,C1,0,else,else,0,60,196
4fbo.A,1,64,67,131,64.5,2,132,0.992424242424242,Mainly Beta,2.40.128.450,SBD,0,2.34375,C2,C2,643,C2,C2,0,61,196
1lox.A,0,53,54,115,58.0,0,647,0.179289026275116,Mainly Beta,1.20.245.10;2.60.60.20,PLAT,321,9.64028776978417,C1,C2,56,C2,C2,1,71,196
5y83.A,0,47,48,121,61.0,0,342,0.35672514619883,Mainly Beta,-,-,0,,C1,C2,49,C2,C2,1,91,196
2hpw.A,0,64,65,130,65.5,0,229,0.572052401746725,Alpha Beta,2.40.155.10,GFP,69,0.427350427350427,C1,C1,3,C2,C2,0,94,196
4i5l.B,15,177,186,355,166.5,8,356,0.957865168539326,Mainly Alpha,1.10.238.230;1.10.238.220;1.10.238.10,EF-hand_13,220,0.0,C1,C1,0,else,else,0,40,197
6qv5.A,15,146,159,285,129.5,12,289,0.937716262975779,Mainly Alpha,-,CHAD,0,0.0,C2,C2,84,C2,C2,0,49,197
4pl0.A,8,155,156,323,158.0,0,571,0.553415061295972,Mainly Alpha,-,ABC_membrane,241,11.1531190926276,C1,C1,874,C2,C2,1,55,197
1pw4.A,41,180,181,358,159.0,0,434,0.732718894009217,Mainly Alpha,1.20.1250.20,MFS_1,15,0.797569312571212,D2,C1,0,else,else,1,55,197
4mt4.A,43,238,260,448,192.5,21,472,0.860169491525424,Mainly Alpha,1.20.1600.10,OEP,105,1.53846153846154,C1,C1,0,else,else,0,56,197
5i20.A,0,142,143,285,143.0,0,287,0.996515679442509,Mainly Alpha,-,EamA,184,3.7037037037037,D2,D2,1628,C2,C2,1,58,197
6vqq.A,8,147,150,277,134.0,2,279,0.967741935483871,Mainly Alpha,-,Form_Nir_trans,0,2.12765957446809,C2,C2,1249,C2,C2,1,58,197
3zux.A,7,154,162,305,146.0,7,308,0.970779220779221,Mainly Alpha,1.20.1530.20,SBF;SBF_like,64,0.930232558139535,C2,C2,1701,C2,C2,1,58,197
3v5s.A,0,146,147,288,144.5,0,289,1.0,Mainly Alpha,6.10.280.80;1.20.1420.30,Na_Ca_ex,0,3.84615384615385,C2,C2,1096,C2,C2,1,58,197
6yxq.B,28,189,190,381,177.0,0,396,0.893939393939394,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,59,197
5xw4.A,15,173,174,341,163.5,0,368,0.888586956521739,Alpha Beta,-,DSPn;DSPc,31,0.0,C1,C1,0,else,else,0,60,197
1yc9.A,16,205,223,407,187.5,17,411,0.953771289537713,Alpha Beta,1.20.1600.10;2.20.200.10,OEP,105,1.53846153846154,C1,C1,0,else,else,0,72,197
5y9d.A,288,479,491,629,165.5,11,687,0.497816593886463,Mainly Alpha,-,ACOX;Acyl-CoA_dh_1,87,6.60377358490566,C1,C2,877,C2,C2,0,83,197
6ksw.C,183,309,339,509,149.0,29,513,0.637426900584795,Mainly Alpha,-,Nucleos_tra2_C;Nucleos_tra2_N;Gate,0,3.50877192982456,C1,C2,639,C2,C2,0,83,197
1is2.A,267,441,442,559,146.5,0,637,0.459968602825746,Mainly Alpha,1.20.140.10,ACOX,87,6.60377358490566,C1,C1,126,C2,C2,0,83,197
5k3j.A,277,461,462,612,168.0,0,662,0.507552870090634,Mainly Alpha,2.40.110.10;1.20.140.10,ACOX,87,6.60377358490566,C1,C1,494,C2,C2,0,83,197
5kck.A,171,297,301,434,130.5,3,435,0.606896551724138,Alpha Beta,3.60.120.10,Chorismate_bind,0,0.65359477124183,C1,C2,985,C2,C2,1,48,198
5koh.B,215,323,357,484,118.5,33,510,0.529411764705882,Alpha Beta,3.40.50.1980;1.20.89.10,Oxidored_nitro,43,5.55555555555556,C1,R,25,C2,C2,0,41,199
3kxw.A,1,142,153,291,140.5,10,572,0.508741258741259,Alpha Beta,-,AMP-binding,378,33.6514223982715,C1,C2,633,C2,C2,0,42,199
1c9y.A,42,145,151,301,127.5,5,322,0.807453416149068,Alpha Beta,3.40.50.1370,OTCace_N;OTCace,399,0.0,C1,C1,219,C2,C2,0,42,199
1w25.A,1,129,151,278,128.5,21,454,0.612334801762115,Alpha Beta,3.40.50.2300,Response_reg,304,4.0475231574708,C1,C2,104,C2,C2,0,42,199
4a5o.A,23,150,152,272,124.5,1,283,0.88339222614841,Alpha Beta,3.40.50.720;3.40.50.10860,THF_DHG_CYH_C;THF_DHG_CYH,63,1.72413793103448,C1,C1,6,C2,C2,0,42,199
1l8x.A,54,181,201,321,124.5,19,355,0.754929577464789,Alpha Beta,3.40.50.1400,Ferrochelatase,43,1.81818181818182,C2,C2,775,C2,C2,1,48,199
1a05.A,1,177,181,305,151.0,3,357,0.854341736694678,Alpha Beta,3.40.718.10,Iso_dh,270,0.495049504950495,C2,C2,1489,C2,C2,1,48,199
1boh.A,0,157,158,291,146.0,0,293,0.996587030716723,Alpha Beta,3.40.250.10,Rhodanese,31,2.71646859083192,C2,C2,316,C2,C2,0,52,199
3eua.A,0,164,165,314,157.5,0,325,0.969230769230769,Alpha Beta,3.40.50.10490;1.10.10.2240;3.40.50.12570,SIS,67,3.54609929078014,C2,C2,44,C2,C2,0,52,199
3rc3.A,98,258,259,416,159.5,0,607,0.525535420098847,Alpha Beta,1.10.1740.140;1.20.272.40;3.40.50.300,Suv3_N,123,0.0,C1,C1,0,else,else,0,60,199
3oy2.A,1,163,183,324,152.5,19,392,0.826530612244898,Alpha Beta,3.40.50.11930;3.40.50.2000,-,0,,C1,C1,0,else,else,0,60,199
2zpa.A,1,142,169,303,138.5,26,658,0.46048632218845,Alpha Beta,3.40.50.11040;3.40.50.300,Helicase_RecD;DUF1726;AAA_30,23,0.0,C1,C1,0,else,else,0,72,199
5cee.A,56,164,177,305,119.0,12,387,0.645994832041344,Alpha Beta,3.40.50.10380;3.40.50.720,malic;Malic_M;AlaDh_PNT_C,63,2.4,C1,C1,0,else,else,0,73,199
1gdh.A,1,140,144,308,152.5,3,320,0.9625,Alpha Beta,3.40.50.720,2-Hacid_dh_C;2-Hacid_dh,63,1.80878552971576,C2,C2,858,C2,C2,1,80,199
1efk.A,133,258,281,398,122.0,22,553,0.481012658227848,Alpha Beta,3.40.50.10380;3.40.50.720,malic;Malic_M,603,2.4,C1,C1,6,C2,C2,0,96,199
5odc.B,1,127,144,265,124.5,16,291,0.910652920962199,Alpha Beta,-,CCG,0,0.775193798449612,C2,C2,135,C2,C2,0,97,199
5yjc.A,0,53,54,107,54.0,0,247,0.437246963562753,Mainly Alpha,-,Cas_Csm6,236,0.0,C1,C1,0,else,else,0,7,200
5lc5.X,21,64,65,108,44.0,0,164,0.536585365853659,Mainly Alpha,-,CHCH,351,0.0,C1,C1,0,else,else,0,22,200
2qen.A,236,279,280,308,36.5,0,350,0.208571428571429,Mainly Alpha,1.10.8.60;1.10.10.10,-,0,,C1,C1,0,else,else,0,27,200
5mtz.A,1,379,422,745,351.5,42,768,0.970052083333333,Alpha Beta,-,Lactamase_B_4,381,0.0,C1,C2,29,C2,C2,0,87,201
4l3u.A,1,50,55,100,48.0,4,123,0.813008130081301,Mainly Alpha,1.20.1480.40,DUF4844,0,0.0,C2,C1,24,C2,C2,1,9,202
5h9d.C,26,84,85,143,59.0,0,188,0.627659574468085,Mainly Alpha,-,HEPPP_synt_1,613,0.0,C1,C1,0,else,else,0,59,202
5nf8.A,5,62,63,120,58.0,0,159,0.729559748427673,Mainly Alpha,-,HIG_1_N,0,0.0,C1,D2,59,C2,C2,0,63,202
5o4o.C,243,298,299,346,52.0,0,347,0.29971181556196,Mainly Beta,-,-,0,,C1,C1,0,else,else,0,39,203
6urv.H,1,62,72,148,69.5,9,154,0.961038961038961,Mainly Beta,2.40.10.120;2.40.10.10,Peptidase_S7,124,0.0,C1,C1,2,C2,C2,0,61,204
5yjj.A,252,348,359,429,84.0,10,442,0.402714932126697,Alpha Beta,-,RNase_PH,329,0.666666666666667,C1,C1,0,else,else,0,67,204
1mbm.A,0,56,57,132,66.5,0,198,0.671717171717172,Mainly Beta,2.40.10.10,Peptidase_S32,124,0.0,C1,C1,15,C2,C2,0,70,204
2qgg.A,24,90,93,166,70.5,2,176,0.8125,Mainly Beta,2.40.30.60;2.30.30.240,RimM;PRC,575,0.0,C1,C1,1,C2,C2,0,70,204
5ejl.A,41,103,104,198,79.0,0,235,0.672340425531915,Mainly Beta,2.40.10.220,-,0,,C1,C1,0,else,else,0,82,204
2eab.A,116,201,202,278,81.5,0,888,0.183558558558559,Mainly Beta,2.70.98.50;1.50.10.10,Glyco_hyd_65N_2,103,0.0,C1,C2,28,C2,C2,0,91,204
5t63.A,10,78,94,163,69.5,15,283,0.54416961130742,Alpha Beta,2.40.10.120,Trypsin_2,124,0.387221684414327,C1,C1,4,C2,C2,0,94,204
3wst.A,21,323,340,627,295.5,16,642,0.945482866043614,Alpha Beta,3.40.50.150;2.70.160.11,Methyltransf_25;Methyltransf_11;PrmA,63,0.117647058823529,C2,C2,1061,C2,C2,0,64,205
5tj6.A,262,528,580,887,287.5,51,890,0.703370786516854,Alpha Beta,-,BK_channel_a;Ion_trans_2,582,0.0,C1,C2,1173,C2,C2,1,68,205
5v8f.8,244,330,331,489,123.0,0,519,0.473988439306358,Mainly Alpha,-,-,0,,C1,C1,0,else,else,1,43,206
6ifq.B,16,130,131,209,97.0,0,237,0.818565400843882,Alpha Beta,-,EAL,276,0.0752728641324802,C1,C2,29,C2,C2,0,41,207
3tu3.B,334,407,408,496,81.5,0,526,0.309885931558935,Alpha Beta,3.30.720.80;3.40.1090.10,-,0,,C1,C1,0,else,else,0,67,207
2opt.A,23,90,107,190,76.0,16,209,0.803827751196172,Mainly Alpha,1.10.10.60;1.10.357.10,TetR_C_1;TetR_N,174,0.0,C1,C1,0,else,else,0,69,207
5vkv.A,13,91,112,199,83.5,20,224,0.834821428571429,Mainly Alpha,-,DsbD,292,0.0,C2,C2,497,C2,C2,1,78,207
7d90.A,371,489,490,566,98.0,0,880,0.222727272727273,Alpha Beta,-,AA_permease,62,1.40664961636829,C1,C1,56,C2,C2,1,79,207
4cz8.A,176,311,312,359,92.0,0,422,0.436018957345972,Mainly Alpha,-,Na_H_Exchanger,64,0.833333333333333,C2,C1,0,else,else,0,81,207
5do7.A,328,439,440,511,92.0,0,585,0.314529914529915,Mainly Alpha,-,ABC2_membrane,181,9.85342019543974,C1,C1,14,C2,C2,0,81,207
2uxw.A,305,392,393,503,99.5,0,567,0.350970017636684,Mainly Alpha,1.20.140.10;2.40.110.10,Acyl-CoA_dh_1;Acyl-CoA_dh_2,87,1.64271047227926,C1,C1,0,else,else,0,81,207
